# iT  physTime_s  Qx_m3_per_s  qx_cell_m_per_s  max_abs_ux_m_per_s
12233 5.097083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12234 5.097499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12235 5.097916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12236 5.098333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12237 5.098749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12238 5.099166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12239 5.099583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12240 5.099999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12241 5.100416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12242 5.100833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12243 5.101249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12244 5.101666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12245 5.102083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12246 5.102499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12247 5.102916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12248 5.103333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12249 5.103749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12250 5.104166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12251 5.104583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12252 5.104999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12253 5.105416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12254 5.105833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12255 5.106249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12256 5.106666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12257 5.107083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12258 5.107499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12259 5.107916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12260 5.108333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12261 5.108749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12262 5.109166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12263 5.109583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12264 5.109999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12265 5.110416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12266 5.110833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12267 5.111249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12268 5.111666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12269 5.112083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12270 5.112499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12271 5.112916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12272 5.113333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12273 5.113749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12274 5.114166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12275 5.114583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12276 5.114999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12277 5.115416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12278 5.115833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12279 5.116249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12280 5.116666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12281 5.117083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12282 5.117499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12283 5.117916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12284 5.118333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12285 5.118749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12286 5.119166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12287 5.119583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12288 5.119999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12289 5.120416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12290 5.120833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12291 5.121249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12292 5.121666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12293 5.122083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12294 5.122499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12295 5.122916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12296 5.123333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12297 5.123749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12298 5.124166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12299 5.124583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12300 5.124999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12301 5.125416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12302 5.125833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12303 5.126249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12304 5.126666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12305 5.127083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12306 5.127499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12307 5.127916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12308 5.128333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12309 5.128749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12310 5.129166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12311 5.129583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12312 5.129999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12313 5.130416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12314 5.130833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12315 5.131249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12316 5.131666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12317 5.132083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12318 5.132499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12319 5.132916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12320 5.133333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12321 5.133749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12322 5.134166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12323 5.134583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12324 5.134999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12325 5.135416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12326 5.135833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12327 5.136249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12328 5.136666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12329 5.137083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12330 5.137499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12331 5.137916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12332 5.138333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12333 5.138749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12334 5.139166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12335 5.139583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12336 5.139999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12337 5.140416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12338 5.140833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12339 5.141249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12340 5.141666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12341 5.142083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12342 5.142499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12343 5.142916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12344 5.143333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12345 5.143749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12346 5.144166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12347 5.144583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12348 5.144999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12349 5.145416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12350 5.145833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12351 5.146249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12352 5.146666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12353 5.147083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12354 5.147499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12355 5.147916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12356 5.148333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12357 5.148749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12358 5.149166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12359 5.149583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12360 5.149999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12361 5.150416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12362 5.150833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12363 5.151249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12364 5.151666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12365 5.152083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12366 5.152499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12367 5.152916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12368 5.153333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12369 5.153749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12370 5.154166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12371 5.154583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12372 5.154999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12373 5.155416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12374 5.155833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12375 5.156249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12376 5.156666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12377 5.157083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12378 5.157499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12379 5.157916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12380 5.158333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12381 5.158749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12382 5.159166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12383 5.159583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12384 5.159999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12385 5.160416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12386 5.160833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12387 5.161249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12388 5.161666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12389 5.162083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12390 5.162499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12391 5.162916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12392 5.163333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12393 5.163749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12394 5.164166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12395 5.164583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12396 5.164999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12397 5.165416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12398 5.165833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12399 5.166249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12400 5.166666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12401 5.167083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12402 5.167499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12403 5.167916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12404 5.168333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12405 5.168749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12406 5.169166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12407 5.169583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12408 5.169999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12409 5.170416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12410 5.170833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12411 5.171249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12412 5.171666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12413 5.172083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12414 5.172499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12415 5.172916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12416 5.173333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12417 5.173749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12418 5.174166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12419 5.174583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12420 5.174999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12421 5.175416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12422 5.175833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12423 5.176249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12424 5.176666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12425 5.177083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12426 5.177499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12427 5.177916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12428 5.178333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12429 5.178749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12430 5.179166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12431 5.179583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12432 5.179999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12433 5.180416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12434 5.180833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12435 5.181249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12436 5.181666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12437 5.182083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12438 5.182499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12439 5.182916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12440 5.183333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12441 5.183749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12442 5.184166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12443 5.184583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12444 5.184999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12445 5.185416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12446 5.185833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12447 5.186249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12448 5.186666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12449 5.187083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12450 5.187499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12451 5.187916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12452 5.188333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12453 5.188749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12454 5.189166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12455 5.189583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12456 5.189999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12457 5.190416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12458 5.190833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12459 5.191249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12460 5.191666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12461 5.192083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12462 5.192499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12463 5.192916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12464 5.193333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12465 5.193749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12466 5.194166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12467 5.194583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12468 5.194999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12469 5.195416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12470 5.195833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12471 5.196249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12472 5.196666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12473 5.197083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12474 5.197499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12475 5.197916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12476 5.198333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12477 5.198749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12478 5.199166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12479 5.199583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12480 5.199999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12481 5.200416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12482 5.200833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12483 5.201249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12484 5.201666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12485 5.202083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12486 5.202499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12487 5.202916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12488 5.203333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12489 5.203749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12490 5.204166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12491 5.204583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12492 5.204999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12493 5.205416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12494 5.205833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12495 5.206249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12496 5.206666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12497 5.207083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12498 5.207499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12499 5.207916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12500 5.208333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12501 5.208749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12502 5.209166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12503 5.209583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12504 5.209999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12505 5.210416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12506 5.210833333333332e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12507 5.211249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12508 5.211666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12509 5.212083333333332e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12510 5.212499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12511 5.212916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12512 5.213333333333332e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12513 5.213749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12514 5.214166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12515 5.214583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12516 5.214999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12517 5.215416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12518 5.215833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12519 5.216249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12520 5.216666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12521 5.217083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12522 5.217499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12523 5.217916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12524 5.218333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
12525 5.218749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
12526 5.219166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
12527 5.219583333333332e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
12528 5.219999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
