# iT  physTime_s  Qx_m3_per_s  qx_cell_m_per_s  max_abs_ux_m_per_s
293 1.220833333333333e-09 4.100884536960401e-20 1.051508855630872e-06 4.535138414552633e-06
294 1.225000000000000e-09 4.121839986206622e-20 1.056882047745288e-06 4.583221710921210e-06
295 1.229166666666666e-09 4.122948418663553e-20 1.057166261195783e-06 4.618367319365284e-06
296 1.233333333333333e-09 4.104589120914815e-20 1.052458748952517e-06 4.631050970214093e-06
297 1.237500000000000e-09 4.067225886575033e-20 1.042878432455137e-06 4.621648476822874e-06
298 1.241666666666666e-09 4.011403186797554e-20 1.028564919691680e-06 4.590632431743928e-06
299 1.245833333333333e-09 3.937742043760507e-20 1.009677447118079e-06 4.545611326610073e-06
300 1.250000000000000e-09 3.846935614699203e-20 9.863937473587700e-07 4.495014740635704e-06
301 1.254166666666666e-09 3.739744513740881e-20 9.589088496771491e-07 4.424199949771572e-06
302 1.258333333333333e-09 3.616991921002204e-20 9.274338258980011e-07 4.334818962184479e-06
303 1.262500000000000e-09 3.479558478949530e-20 8.921944817819307e-07 4.236701810939919e-06
304 1.266666666666666e-09 3.328377023502479e-20 8.534300060262767e-07 4.120504995998595e-06
305 1.270833333333333e-09 3.164427157282295e-20 8.113915787903319e-07 3.987126572463714e-06
306 1.275000000000000e-09 2.988729716704376e-20 7.663409530011220e-07 3.837528360688277e-06
307 1.279166666666666e-09 2.802341162724476e-20 7.185490160831991e-07 3.672729886951747e-06
308 1.283333333333333e-09 2.606347894701959e-20 6.682943319748614e-07 3.493802838233806e-06
309 1.287500000000000e-09 2.401860542410158e-20 6.158616775410662e-07 3.301864609805192e-06
310 1.291666666666666e-09 2.190008260988833e-20 5.615405797407266e-07 3.098072452436799e-06
311 1.295833333333333e-09 1.971933032428438e-20 5.056238544688303e-07 2.883617060614935e-06
312 1.300000000000000e-09 1.748784035610655e-20 4.484061629770911e-07 2.659716526546784e-06
313 1.304166666666666e-09 1.521712096340507e-20 3.901825888052583e-07 2.427609791867853e-06
314 1.308333333333333e-09 1.291864204954037e-20 3.312472320394967e-07 2.188550679256429e-06
315 1.312500000000000e-09 1.060378209082176e-20 2.718918484826093e-07 1.943801395006616e-06
316 1.316666666666666e-09 8.283776089252043e-21 2.124045151090268e-07 1.694626721804203e-06
317 1.320833333333333e-09 5.969665432820318e-21 1.530683444312902e-07 1.442287675701551e-06
318 1.324999999999999e-09 3.672249628926052e-21 9.416024689553979e-08 1.188035967162504e-06
319 1.329166666666666e-09 1.402040101892768e-21 3.594974620237868e-08 9.331079588782858e-07
320 1.333333333333333e-09 -8.307838573508199e-22 -2.130215018848256e-08 8.334198612565382e-07
321 1.337500000000000e-09 -3.016416472613694e-21 -7.734401211829985e-08 9.802709147846398e-07
322 1.341666666666666e-09 -5.145464605591640e-21 -1.319349898869651e-07 1.119652454904462e-06
323 1.345833333333333e-09 -7.208983968936858e-21 -1.848457427932528e-07 1.251051653818862e-06
324 1.349999999999999e-09 -9.198512637044691e-21 -2.358592983857613e-07 1.374003320766154e-06
325 1.354166666666666e-09 -1.110610144784581e-20 -2.847718319960463e-07 1.503252039978749e-06
326 1.358333333333333e-09 -1.292434170268563e-20 -3.313933769919392e-07 1.667025908569697e-06
327 1.362500000000000e-09 -1.464638960085284e-20 -3.755484513039190e-07 1.819762676321781e-06
328 1.366666666666666e-09 -1.626598751108242e-20 -4.170766028482673e-07 1.960955889057644e-06
329 1.370833333333333e-09 -1.777748213980038e-20 -4.558328753794969e-07 2.090163204063135e-06
330 1.374999999999999e-09 -1.917583956058284e-20 -4.916881938610985e-07 2.207007645976891e-06
331 1.379166666666666e-09 -2.045665693052474e-20 -5.245296648852499e-07 2.311177788958021e-06
332 1.383333333333333e-09 -2.161617098085540e-20 -5.542607943809078e-07 2.402427991867750e-06
333 1.387500000000000e-09 -2.265126344999994e-20 -5.808016269230753e-07 2.507941471152935e-06
334 1.391666666666666e-09 -2.355946332919038e-20 -6.040888033125739e-07 2.607880365231697e-06
335 1.395833333333333e-09 -2.433894598686977e-20 -6.240755381248659e-07 2.693582225531039e-06
336 1.400000000000000e-09 -2.498852919446381e-20 -6.407315178067644e-07 2.764919006329573e-06
337 1.404166666666666e-09 -2.550766636845332e-20 -6.540427273962391e-07 2.821832657766859e-06
338 1.408333333333333e-09 -2.589643674675083e-20 -6.640111986346368e-07 2.864334422702170e-06
339 1.412499999999999e-09 -2.615553297141115e-20 -6.706546915746449e-07 2.892503189883648e-06
340 1.416666666666666e-09 -2.628624591003229e-20 -6.740063053854433e-07 2.923361091140688e-06
341 1.420833333333333e-09 -2.629044702763424e-20 -6.741140263495959e-07 2.945451594503478e-06
342 1.425000000000000e-09 -2.617056817856451e-20 -6.710402097067825e-07 2.953222259958253e-06
343 1.429166666666666e-09 -2.592957945699373e-20 -6.648610117177879e-07 2.946914031807232e-06
344 1.433333333333333e-09 -2.557096459788905e-20 -6.556657589202322e-07 2.926829357007426e-06
345 1.437499999999999e-09 -2.509869474151896e-20 -6.435562754235631e-07 2.898140753516958e-06
346 1.441666666666666e-09 -2.451720007780206e-20 -6.286461558410786e-07 2.865578755844386e-06
347 1.445833333333333e-09 -2.383134017374643e-20 -6.110600044550366e-07 2.820132730996437e-06
348 1.450000000000000e-09 -2.304637264517623e-20 -5.909326319275957e-07 2.763015849273978e-06
349 1.454166666666666e-09 -2.216792065550786e-20 -5.684082219360991e-07 2.700177316532448e-06
350 1.458333333333333e-09 -2.120193938275870e-20 -5.436394713527872e-07 2.625821452457779e-06
351 1.462499999999999e-09 -2.015468130990456e-20 -5.167867002539630e-07 2.540522101780714e-06
352 1.466666666666666e-09 -1.903266114479268e-20 -4.880169524305816e-07 2.444893646174749e-06
353 1.470833333333333e-09 -1.784261987260055e-20 -4.575030736564244e-07 2.339587204731927e-06
354 1.475000000000000e-09 -1.659148870152814e-20 -4.254227872186702e-07 2.225286950193304e-06
355 1.479166666666666e-09 -1.528635251610635e-20 -3.919577568232397e-07 2.102706322976986e-06
356 1.483333333333333e-09 -1.393441360195493e-20 -3.572926564603827e-07 1.972583883564085e-06
357 1.487499999999999e-09 -1.254295540403213e-20 -3.216142411290291e-07 1.835679466641892e-06
358 1.491666666666666e-09 -1.111930650581880e-20 -2.851104232261232e-07 1.692770278084549e-06
359 1.495833333333333e-09 -9.670805329777205e-21 -2.479693674301847e-07 1.544646639048592e-06
360 1.499999999999999e-09 -8.204765248407530e-21 -2.103785961130136e-07 1.392108308880550e-06
361 1.504166666666666e-09 -6.728440537038368e-21 -1.725241163343171e-07 1.235960266190581e-06
362 1.508333333333333e-09 -5.248993431474156e-21 -1.345895751660040e-07 1.077008928964748e-06
363 1.512499999999999e-09 -3.773462052541782e-21 -9.675543724466109e-08 9.160584277672470e-07
364 1.516666666666666e-09 -2.308729642735734e-21 -5.919819596758293e-08 7.539065506316449e-07
365 1.520833333333333e-09 -8.614950938676542e-22 -2.208961779147831e-08 5.913414299895029e-07
366 1.524999999999999e-09 5.617550018731592e-22 1.440397440700408e-08 5.336476715448233e-07
367 1.529166666666666e-09 1.954772930103818e-21 5.012238282317482e-08 6.271869367602686e-07
368 1.533333333333333e-09 3.311574610926047e-21 8.491216951092428e-08 7.159551485152717e-07
369 1.537499999999999e-09 4.626462710623944e-21 1.186272489903575e-07 7.996261996368673e-07
370 1.541666666666666e-09 5.894048009016268e-21 1.511294361286223e-07 8.779041767552811e-07
371 1.545833333333333e-09 7.109268729364533e-21 1.822889417785778e-07 9.610558804279588e-07
372 1.549999999999999e-09 8.267408278441633e-21 2.119848276523496e-07 1.065335913212033e-06
373 1.554166666666666e-09 9.364110572235550e-21 2.401053992880910e-07 1.162570281950145e-06
374 1.558333333333333e-09 1.039539373314087e-20 2.665485572600224e-07 1.252436866659884e-06
375 1.562500000000000e-09 1.135766156633418e-20 2.912220914444663e-07 1.334654710259271e-06
376 1.566666666666666e-09 1.224771307827118e-20 3.140439250838763e-07 1.408984234226086e-06
377 1.570833333333333e-09 1.306274995792452e-20 3.349423066134493e-07 1.475227789432051e-06
378 1.574999999999999e-09 1.380038178372981e-20 3.538559431725594e-07 1.533229651768050e-06
379 1.579166666666666e-09 1.445862966937298e-20 3.707340940864868e-07 1.600838488729743e-06
380 1.583333333333333e-09 1.503592743785113e-20 3.855366009705418e-07 1.664365017144014e-06
381 1.587500000000000e-09 1.553112105322337e-20 3.982338731595736e-07 1.718810506677001e-06
382 1.591666666666666e-09 1.594346610281006e-20 4.088068231489759e-07 1.764094204868642e-06
383 1.595833333333333e-09 1.627262333280096e-20 4.172467521231015e-07 1.800180079819790e-06
384 1.599999999999999e-09 1.651865246116739e-20 4.235551913119843e-07 1.827076220609575e-06
385 1.604166666666666e-09 1.668200412817519e-20 4.277436955942356e-07 1.844833815921319e-06
386 1.608333333333333e-09 1.676351016731533e-20 4.298335940337265e-07 1.864632217352923e-06
387 1.612499999999999e-09 1.676437234838261e-20 4.298557012405798e-07 1.878511250653610e-06
388 1.616666666666666e-09 1.668614947390853e-20 4.278499865104752e-07 1.883261473006251e-06
389 1.620833333333333e-09 1.653074321937683e-20 4.238652107532520e-07 1.879037407379030e-06
390 1.624999999999999e-09 1.630038236232042e-20 4.179585221107799e-07 1.866032882462281e-06
391 1.629166666666666e-09 1.599760603756762e-20 4.101950266042979e-07 1.847750825205649e-06
392 1.633333333333333e-09 1.562524571850751e-20 4.006473261155771e-07 1.826796573236409e-06
393 1.637499999999999e-09 1.518640623634704e-20 3.893950317012061e-07 1.797632420579869e-06
394 1.641666666666666e-09 1.468444573447921e-20 3.765242496020311e-07 1.761134164227058e-06
395 1.645833333333333e-09 1.412295506144845e-20 3.621270528576527e-07 1.720891395164977e-06
396 1.649999999999999e-09 1.350573615916421e-20 3.463009271580566e-07 1.673311996016773e-06
397 1.654166666666666e-09 1.283678015838570e-20 3.291482091893769e-07 1.618762663916325e-06
398 1.658333333333333e-09 1.212024482916711e-20 3.107755084401822e-07 1.557635694002626e-06
399 1.662499999999999e-09 1.136043179371500e-20 2.912931229157694e-07 1.490346800925369e-06
400 1.666666666666666e-09 1.056176340469864e-20 2.708144462743242e-07 1.417332891255889e-06
401 1.670833333333333e-09 9.728759535852573e-21 2.494553727141685e-07 1.339049167368010e-06
402 1.674999999999999e-09 8.866014475274902e-21 2.273337044942283e-07 1.255967037034907e-06
403 1.679166666666666e-09 7.978173662739225e-21 2.045685554548519e-07 1.168571354127921e-06
404 1.683333333333333e-09 7.069910924756538e-21 1.812797673014497e-07 1.077357890944402e-06
405 1.687499999999999e-09 6.145905739428149e-21 1.575873266520038e-07 9.828308047432526e-07
406 1.691666666666666e-09 5.210821259765936e-21 1.336108015324599e-07 8.855002358583480e-07
407 1.695833333333333e-09 4.269282405106294e-21 1.094687796181101e-07 7.858795131093098e-07
408 1.700000000000000e-09 3.325854967267922e-21 8.527833249404928e-08 6.844828916026479e-07
409 1.704166666666666e-09 2.385025104917586e-21 6.115448986968169e-08 5.818230479903950e-07
410 1.708333333333333e-09 1.451179880805411e-21 3.720974053347208e-08 4.784086153992260e-07
411 1.712499999999999e-09 5.285883172892193e-22 1.355354659715947e-08 3.747419558599931e-07
412 1.716666666666666e-09 -3.786164018357608e-22 -9.708112867583610e-09 3.416897691251415e-07
413 1.720833333333333e-09 -1.266453644079235e-21 -3.247317036100602e-08 4.012721303877716e-07
414 1.724999999999999e-09 -2.131111371163555e-21 -5.464388131188604e-08 4.578071969713297e-07
415 1.729166666666666e-09 -2.968960741417148e-21 -7.612719849787560e-08 5.110873476274230e-07
416 1.733333333333333e-09 -3.776569566972750e-21 -9.683511710186539e-08 5.609243773829450e-07
417 1.737499999999999e-09 -4.550714929046662e-21 -1.166849981806837e-07 6.144154445444210e-07
418 1.741666666666666e-09 -5.288394146942207e-21 -1.355998499215951e-07 6.808144678805035e-07
419 1.745833333333333e-09 -5.986834678833633e-21 -1.535085815085547e-07 7.427156483819631e-07
420 1.749999999999999e-09 -6.643502817772986e-21 -1.703462260967432e-07 7.999141766358273e-07
421 1.754166666666666e-09 -7.256111024713180e-21 -1.860541288387995e-07 8.522314041647463e-07
422 1.758333333333333e-09 -7.822623810099551e-21 -2.005800976948603e-07 8.995152743086716e-07
423 1.762499999999999e-09 -8.341262626067546e-21 -2.138785288735268e-07 9.416401994209909e-07
424 1.766666666666666e-09 -8.810509104408224e-21 -2.259104898566211e-07 9.785075832184491e-07
425 1.770833333333333e-09 -9.229107274608810e-21 -2.366437762720208e-07 1.021826786521499e-06
426 1.774999999999999e-09 -9.596064487558247e-21 -2.460529355784166e-07 1.062206808441576e-06
427 1.779166666666666e-09 -9.910650727764033e-21 -2.541192494298470e-07 1.096794418946296e-06
428 1.783333333333333e-09 -1.017239722298293e-20 -2.608306980252033e-07 1.125538762837781e-06
429 1.787499999999999e-09 -1.038109352396430e-20 -2.661818852298540e-07 1.148417528334266e-06
430 1.791666666666666e-09 -1.053678347397052e-20 -2.701739352300135e-07 1.165436444272305e-06
431 1.795833333333333e-09 -1.063976001274811e-20 -2.728143593012337e-07 1.176628868896972e-06
432 1.799999999999999e-09 -1.069055899850674e-20 -2.741168973976087e-07 1.189330449360253e-06
433 1.804166666666666e-09 -1.068995209842100e-20 -2.741013358569487e-07 1.198048043053681e-06
434 1.808333333333333e-09 -1.063893846658368e-20 -2.727932940149662e-07 1.200946176148609e-06
435 1.812499999999999e-09 -1.053873557115812e-20 -2.702239890040544e-07 1.198123952157325e-06
436 1.816666666666666e-09 -1.039076931579872e-20 -2.664299824563775e-07 1.189705560192923e-06
437 1.820833333333333e-09 -1.019666324532259e-20 -2.614529037262202e-07 1.178055250671728e-06
438 1.824999999999999e-09 -9.958227065078258e-21 -2.553391555148272e-07 1.164571991770817e-06
439 1.829166666666666e-09 -9.677444452362236e-21 -2.481396013426215e-07 1.145857447093889e-06
440 1.833333333333333e-09 -9.356460401356783e-21 -2.399092410604303e-07 1.122535116695089e-06
441 1.837499999999999e-09 -8.997567911925976e-21 -2.307068695365635e-07 1.096763810631513e-06
442 1.841666666666666e-09 -8.603194363478390e-21 -2.205947272686767e-07 1.066319129178781e-06
443 1.845833333333333e-09 -8.175887381272928e-21 -2.096381379813571e-07 1.031435234841308e-06
444 1.849999999999999e-09 -7.718300667012417e-21 -1.979051453080107e-07 9.923626637798433e-07
445 1.854166666666666e-09 -7.233179178476449e-21 -1.854661327814474e-07 9.493669124170336e-07
446 1.858333333333333e-09 -6.723344610949857e-21 -1.723934515628169e-07 9.027268041394988e-07
447 1.862499999999999e-09 -6.191680508206783e-21 -1.587610386719688e-07 8.527329560992131e-07
448 1.866666666666666e-09 -5.641117509682047e-21 -1.446440387097961e-07 7.996861465820546e-07
449 1.870833333333333e-09 -5.074618531769362e-21 -1.301184238915221e-07 7.438956947379578e-07
450 1.874999999999999e-09 -4.495164305316056e-21 -1.152606232132322e-07 6.856779473456304e-07
451 1.879166666666666e-09 -3.905738847614666e-21 -1.001471499388376e-07 6.253544846100492e-07
452 1.883333333333333e-09 -3.309315350358029e-21 -8.485423975276999e-08 5.632506419675038e-07
453 1.887500000000000e-09 -2.708842468940071e-21 -6.945749920359158e-08 4.996938546021929e-07
454 1.891666666666666e-09 -2.107230790687501e-21 -5.403155873557694e-08 4.350120592158053e-07
455 1.895833333333333e-09 -1.507339802321805e-21 -3.864973852107192e-08 3.695320288701124e-07
456 1.899999999999999e-09 -9.119655392831950e-22 -2.338373177649218e-08 3.035781842969363e-07
457 1.904166666666666e-09 -3.238284739375710e-22 -8.303294203527462e-09 2.374707262541145e-07
458 1.908333333333333e-09 2.544377400495454e-22 6.524044616655010e-09 2.187761621210273e-07
459 1.912499999999999e-09 8.202970050499607e-22 2.103325653974258e-08 2.567288179512058e-07
460 1.916666666666666e-09 1.371320962253333e-21 3.516207595521367e-08 2.927351492014603e-07
461 1.920833333333333e-09 1.905198288859851e-21 4.885123817589361e-08 3.266629750128554e-07
462 1.924999999999999e-09 2.419743229218963e-21 6.204469818510162e-08 3.583925916569786e-07
463 1.929166666666666e-09 2.912903652458030e-21 7.468983724251359e-08 3.928003261396637e-07
464 1.933333333333332e-09 3.382768063725756e-21 8.673764265963477e-08 4.350790340681479e-07
465 1.937499999999999e-09 3.827571810894023e-21 9.814286694600059e-08 4.744863359219979e-07
466 1.941666666666666e-09 4.245702689148729e-21 1.088641715166341e-07 5.108920196180772e-07
467 1.945833333333333e-09 4.635705531576987e-21 1.188642443994099e-07 5.441825735562921e-07
468 1.949999999999999e-09 4.996286049613583e-21 1.281098987080406e-07 5.742613294580096e-07
469 1.954166666666666e-09 5.326313768285627e-21 1.365721479047597e-07 6.010487075354601e-07
470 1.958333333333333e-09 5.624824319933307e-21 1.442262646136745e-07 6.244821533026717e-07
471 1.962499999999999e-09 5.891020505953204e-21 1.510518078449539e-07 6.522373533888711e-07
472 1.966666666666666e-09 6.124273127245092e-21 1.570326442883357e-07 6.779041202170898e-07
473 1.970833333333333e-09 6.324120520693824e-21 1.621569364280468e-07 6.998761721463330e-07
474 1.974999999999999e-09 6.490267521110811e-21 1.664171159259182e-07 7.181214608469793e-07
475 1.979166666666666e-09 6.622583616598471e-21 1.698098363230377e-07 7.326262080993697e-07
476 1.983333333333332e-09 6.721100401328520e-21 1.723359077263723e-07 7.433944610221257e-07
477 1.987499999999999e-09 6.786008283915768e-21 1.740002124080966e-07 7.504478728641655e-07
478 1.991666666666666e-09 6.817652436769382e-21 1.748116009428047e-07 7.585961401507889e-07
479 1.995833333333333e-09 6.816528288217361e-21 1.747827766209580e-07 7.640704736667881e-07
480 1.999999999999999e-09 6.783276206943706e-21 1.739301591524027e-07 7.658350362020923e-07
481 2.004166666666666e-09 6.718675648152492e-21 1.722737345680126e-07 7.639534104381403e-07
482 2.008333333333333e-09 6.623638857308092e-21 1.698368937771306e-07 7.585050846717116e-07
483 2.012499999999999e-09 6.499203885537034e-21 1.666462534753086e-07 7.510809825601411e-07
484 2.016666666666666e-09 6.346527407040183e-21 1.627314719753893e-07 7.424057913000665e-07
485 2.020833333333333e-09 6.166876836324216e-21 1.581250470852363e-07 7.303972647915479e-07
